id,composition,Eg,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127
mp-1006880,BiB,0.07979999999999965,0.620603621006012,-1.059635877609253,-0.4066462814807892,-0.4811250865459442,-1.7748851776123047,-1.1675633192062378,-2.348912477493286,-0.7436952590942383,0.39732247591018677,-3.221275568008423,0.15854445099830627,0.06424327194690704,1.7039138078689575,-0.2260749340057373,3.1109299659729004,1.7068761587142944,0.7525044083595276,1.3506907224655151,-0.9005119204521179,-0.06789432466030121,-0.8469000458717346,-2.020709991455078,1.1879322528839111,-2.1155261993408203,2.4166605472564697,0.26989981532096863,-0.9118198752403259,-0.48431456089019775,-0.3938673734664917,0.326113224029541,-1.2563048601150513,-1.9755092859268188,1.43915855884552,1.5830872058868408,0.0750075951218605,0.20838283002376556,0.7256585955619812,-1.8311721086502075,0.4838295876979828,1.660989761352539,0.008102897554636002,1.8557279109954834,2.16483736038208,-0.2995111644268036,-0.48355647921562195,-0.7891178727149963,0.3389761447906494,2.0173895359039307,-2.6572389602661133,0.34993183612823486,-1.0569156408309937,1.1032518148422241,-0.4589034914970398,0.9336503148078918,-1.3462529182434082,0.8834865689277649,-0.6079725027084351,-1.7550565004348755,-1.8067097663879395,-1.2600038051605225,-2.222557783126831,-0.39786744117736816,0.4762303829193115,0.20268599689006805,-1.563334584236145,-0.5539810657501221,1.9068862199783325,-2.0114188194274902,-0.07168785482645035,0.46521490812301636,0.062369342893362045,0.7477797269821167,3.0371387004852295,-0.042135342955589294,0.5488814115524292,0.4815487563610077,-1.0250989198684692,-1.235008716583252,1.1120511293411255,-1.3264763355255127,-0.1190156415104866,-1.6773557662963867,1.6645691394805908,-2.0586094856262207,0.2636074423789978,0.18764051795005798,1.186732530593872,0.2645081877708435,-1.0691397190093994,2.231135368347168,-0.9260702133178711,1.9133473634719849,1.6244726181030273,-1.070252537727356,1.2807151079177856,-0.935983419418335,-0.4012409746646881,2.8756585121154785,1.2307528257369995,-1.2251546382904053,-0.7036537528038025,-2.9382076263427734,0.46244606375694275,0.10830283164978027,0.8250769376754761,1.5850598812103271,-0.17067497968673706,-0.725525438785553,-1.52986478805542,0.5343403220176697,0.6878257989883423,2.4285032749176025,2.1231768131256104,0.3541375398635864,0.6599942445755005,-0.5817654132843018,0.6237474083900452,0.3127976357936859,-0.7969280481338501,-1.5309265851974487,0.8222174048423767,1.9857012033462524,-0.5728513598442078,-1.117419958114624,-2.590644121170044,-2.0167810916900635,-0.6387234330177307,-0.3484186828136444
mp-1209319,SnP2O9,0.024500000000000025,-1.4959779977798462,2.5546376705169678,-0.8539385795593262,-0.712853729724884,0.38816970586776733,-3.365349054336548,1.312450885772705,-2.0785071849823,-0.6375972032546997,1.7398179769515991,-0.6451435089111328,0.15467841923236847,0.49245524406433105,2.5762250423431396,2.184868812561035,1.812098741531372,-1.137420892715454,-0.6056006550788879,0.5768831968307495,-1.0435394048690796,0.5503759980201721,-0.7416688203811646,-1.676056981086731,0.2342812418937683,-0.29274770617485046,-0.5553371906280518,0.5474048852920532,0.6560497879981995,-0.7955597639083862,-1.7544671297073364,0.930869996547699,-0.6652231812477112,0.7071887850761414,-0.5754983425140381,-0.4387829005718231,1.282016396522522,-0.5869203805923462,-1.8112179040908813,-0.23456454277038574,-3.1868722438812256,-0.5461258888244629,0.04617975652217865,2.2198500633239746,-1.2452064752578735,0.2652634084224701,-0.7202586531639099,0.1482238918542862,0.5207404494285583,0.0013944366946816444,-1.9952857494354248,-2.3998498916625977,0.3418404459953308,0.369314968585968,0.831991970539093,0.490123987197876,-0.29915449023246765,-0.05093257874250412,-0.02796686626970768,-0.02138110063970089,-0.7451511025428772,1.41615891456604,-1.2572513818740845,-2.1150364875793457,0.6175774335861206,-1.0334428548812866,0.717677652835846,0.8819170594215393,0.14064353704452515,0.8936392068862915,0.7443534731864929,0.5204474925994873,0.37021398544311523,2.603654623031616,1.9860079288482666,1.4465473890304565,0.3588489592075348,0.6446231603622437,-1.6591572761535645,-0.5824009776115417,0.17326845228672028,-0.49980056285858154,0.2102402150630951,1.4582891464233398,-1.0693215131759644,1.3775354623794556,-0.2035323977470398,-2.3747177124023438,0.22024109959602356,-1.3559460639953613,1.8208887577056885,0.06933677196502686,-0.8138895630836487,0.016531769186258316,0.5813376307487488,1.0437172651290894,-0.3040368854999542,-0.5309638381004333,1.3927253484725952,0.5255852937698364,-2.5619380474090576,-0.044708237051963806,0.5111820101737976,1.0038517713546753,0.329025000333786,0.7701573371887207,1.2733588218688965,1.9897009134292603,-0.9566758871078491,-0.6168379187583923,-1.164315104484558,-0.007603065110743046,0.5768964290618896,-0.27865925431251526,2.143620729446411,0.4974053204059601,0.8759011030197144,0.07268624752759933,1.2504867315292358,-0.9345196485519409,-0.06030523031949997,1.8062798976898193,0.06763606518507004,3.0559635162353516,0.6176197528839111,-1.6163885593414307,-1.0359771251678467,1.759352445602417,0.9561499357223511
mp-1070356,Rb2Te2Pd,0.5736000000000003,3.2153894901275635,2.1394596099853516,2.068544626235962,-1.0648442506790161,0.4166984260082245,-2.2322497367858887,-0.1275036334991455,-1.2835227251052856,0.5908723473548889,-0.8015085458755493,-1.5304934978485107,2.3309624195098877,1.3589489459991455,1.2164894342422485,-0.6847389340400696,-2.0959389209747314,-2.23732590675354,0.48883917927742004,-1.7085161209106445,-2.2689826488494873,-0.15566550195217133,-0.2495521903038025,2.569714307785034,-0.00011671800166368484,0.7776665091514587,-2.2024941444396973,1.7104445695877075,-1.6007819175720215,-1.1380774974822998,-0.9367788434028625,-0.6380025148391724,-2.1339073181152344,1.9804619550704956,0.07358784228563309,-0.8944488167762756,-0.4504745304584503,-0.6152212619781494,-0.03491697460412979,1.0048867464065552,0.24625903367996216,-0.43178293108940125,1.4859143495559692,-1.4929999113082886,0.7822620868682861,0.8868790864944458,-0.764564573764801,0.768065333366394,2.27663516998291,0.0953187495470047,0.953183650970459,-1.4833625555038452,-0.16396304965019226,1.7113977670669556,0.7113995552062988,0.8059117794036865,1.7556533813476562,-2.1976640224456787,-1.3393709659576416,-0.06361504644155502,2.497762680053711,-1.4322220087051392,0.8721069693565369,-0.27872949838638306,1.3483669757843018,-2.2849280834198,-0.1607610136270523,-0.8181554079055786,-0.8686957359313965,1.8852436542510986,0.11426133662462234,1.068865418434143,0.36819618940353394,1.3351703882217407,2.3109593391418457,0.7069522738456726,2.5279958248138428,-0.1985996961593628,-3.4908509254455566,-1.4454843997955322,2.0806169509887695,1.159041166305542,-0.49544158577919006,1.5869840383529663,0.08185272663831711,0.32433053851127625,-2.273001194000244,0.2257259041070938,0.4730018079280853,0.28377604484558105,-1.202305555343628,-1.5116162300109863,0.906337559223175,0.8224928379058838,-0.14878307282924652,-1.3281387090682983,-1.1267064809799194,1.1319248676300049,2.5539944171905518,-0.5363116264343262,-1.9570655822753906,2.2958014011383057,-2.7820029258728027,-0.8583436608314514,-0.04590737447142601,1.4854209423065186,1.1728562116622925,1.6739938259124756,-1.2650104761123657,-0.6266240477561951,-1.8504873514175415,-0.46633800864219666,0.6444008350372314,-0.5616483092308044,-0.11947154998779297,1.6806634664535522,1.7118240594863892,0.4921674430370331,-1.7212005853652954,0.5838278532028198,-2.342365026473999,-1.309460997581482,-3.2978811264038086,1.3163938522338867,0.8574990034103394,2.1014058589935303,-0.40992286801338196,2.031414747238159,-1.070809245109558
mp-1245312,V2O5,0.8909,3.427628517150879,1.3557746410369873,0.6275085210800171,-3.6854734420776367,2.8295319080352783,1.1461938619613647,-1.9184914827346802,1.0757148265838623,-0.2034393548965454,0.9123764038085938,-1.7032485008239746,-1.5293394327163696,0.7467900514602661,0.6673357486724854,-0.11477364599704742,1.02631413936615,0.674119234085083,-0.5658586621284485,0.5542309880256653,-3.357089042663574,0.38243627548217773,-1.0482906103134155,-3.058332920074463,1.2932027578353882,-0.04207342490553856,-2.54372239112854,-0.6204788684844971,1.0290790796279907,0.7740921378135681,-1.934255838394165,-2.022313117980957,-0.3212796449661255,1.2950209379196167,0.5460100173950195,-0.04289781302213669,3.053039789199829,-1.4204699993133545,0.8352199792861938,-2.075568914413452,-0.20531000196933746,-2.6214611530303955,2.6842660903930664,0.17136825621128082,-0.33287301659584045,-0.7917842864990234,1.1322624683380127,0.802511990070343,-0.6794532537460327,-1.2702096700668335,-2.2361652851104736,-0.23028676211833954,1.1972178220748901,0.21626797318458557,2.2711246013641357,-0.5157700777053833,1.0319548845291138,0.3575025796890259,1.8245463371276855,-0.022099098190665245,-1.1274595260620117,-1.2135142087936401,-0.7849486470222473,-1.1851332187652588,-0.04963669925928116,-0.612464427947998,0.43949249386787415,-2.1812548637390137,0.7842376232147217,2.5231266021728516,-0.6190841794013977,-1.302014946937561,1.456113338470459,1.058251142501831,-0.9249634742736816,1.0966649055480957,2.3711700439453125,-0.9180810451507568,0.3035505712032318,-0.6506591439247131,0.5928406715393066,1.4584267139434814,1.2645883560180664,-0.3015647232532501,-1.989675521850586,-0.8784856796264648,-0.6166059374809265,1.0228602886199951,-0.7209876179695129,-0.31441181898117065,-0.26127877831459045,-0.4338839650154114,1.3076568841934204,-1.1727169752120972,1.430517554283142,1.0843958854675293,-1.0335195064544678,1.2733372449874878,3.050075054168701,0.08129459619522095,-0.17676523327827454,-0.6627761721611023,-0.8648502230644226,-2.101226329803467,-0.23463678359985352,0.3495402932167053,-0.24630865454673767,0.9906587600708008,0.9992961883544922,-2.301889181137085,0.7377045154571533,0.5375807881355286,-1.7209442853927612,-2.230449914932251,-0.6548282504081726,0.19058722257614136,-0.5316188931465149,2.182518243789673,0.2536558508872986,-0.9825130701065063,-0.9930586814880371,0.13972848653793335,1.8582384586334229,-0.9729076027870178,-0.6982420682907104,-0.2314641773700714,-1.130929946899414,-0.36818206310272217,0.5374759435653687
mp-29657,NaGe,0.6651999999999998,0.7973296046257019,-0.9768742918968201,1.4172735214233398,-0.3205847144126892,0.46475380659103394,-1.0607248544692993,0.7216278910636902,-0.3082910180091858,-1.340516209602356,-0.1802060604095459,0.22683511674404144,0.9040721654891968,1.642977237701416,0.9279826283454895,1.0748966932296753,0.027936920523643494,-0.6944215893745422,1.2600276470184326,0.3823191821575165,-0.5669906735420227,-0.794485330581665,-0.21646985411643982,0.19545014202594757,-1.1620985269546509,-0.3811422288417816,-0.5479929447174072,-1.0148944854736328,0.852605402469635,-0.7585036158561707,-2.6661863327026367,-0.9851359724998474,1.009777545928955,0.9664197564125061,0.9373617172241211,-1.372959017753601,-0.10825926810503006,-0.5739006400108337,-1.188691258430481,-0.5815465450286865,-0.3279000520706177,-1.4482365846633911,0.22201167047023773,0.9129157662391663,-0.5545965433120728,-1.3629032373428345,-0.6850215792655945,0.7678822875022888,-0.0825534239411354,-0.788793683052063,-0.23352953791618347,-0.9854425191879272,0.45430755615234375,1.6981791257858276,0.32919731736183167,0.04101437330245972,0.5397809147834778,-0.7717713117599487,0.40879958868026733,-1.403098702430725,-0.21154357492923737,-1.2355570793151855,-0.17124229669570923,-1.2929432392120361,1.1139758825302124,0.6739932298660278,-2.0033745765686035,0.6584582328796387,-0.20580065250396729,-0.11146657913923264,-0.457379549741745,1.6902382373809814,-0.6210340261459351,-0.511454701423645,1.0671409368515015,0.12894853949546814,1.9807801246643066,1.372657299041748,-0.5375621318817139,-0.5319627523422241,0.8875782489776611,-0.08598649501800537,0.9857032895088196,1.450160264968872,-0.43905413150787354,1.5206218957901,-0.8628054857254028,-1.336909532546997,-0.25509893894195557,-0.5805020332336426,-0.478176087141037,0.3137301206588745,1.7519692182540894,1.105090856552124,1.3970534801483154,-0.2422846406698227,-1.6426842212677002,-0.5890092253684998,0.7078571915626526,0.3011159300804138,-0.3579860031604767,-0.05414026230573654,-0.5163521766662598,-0.9476263523101807,0.4880251884460449,-0.5209120512008667,1.0084997415542603,0.780219554901123,-1.2692415714263916,0.5567314028739929,0.3561675548553467,0.061799511313438416,0.8970292210578918,-0.24502447247505188,-0.1843351423740387,0.3922920823097229,-0.6951390504837036,0.14237891137599945,0.13741891086101532,-0.9014996290206909,-2.683056116104126,-0.3222285211086273,2.7757577896118164,1.2574224472045898,-1.304939866065979,-0.2407154142856598,-0.23315885663032532,0.8308010697364807,0.34835129976272583
mp-1001080,H2CO3,5.8876,1.384557843208313,-0.10723096877336502,-0.25767454504966736,1.2068467140197754,0.14184926450252533,0.02809332311153412,-2.1053707599639893,-0.5757308006286621,-0.42339619994163513,-2.246675968170166,-0.5930676460266113,-0.808368980884552,-0.2383742332458496,-0.32582515478134155,0.029612936079502106,-0.12175028026103973,-0.16986408829689026,0.264286071062088,-1.5101484060287476,-0.7595715522766113,-0.3239324688911438,-0.2087407410144806,-1.444462776184082,0.6187348365783691,1.413545846939087,-1.2760529518127441,-0.11384084820747375,-0.8221800923347473,-1.195953607559204,0.08520921319723129,-0.24014544486999512,-0.27946120500564575,1.9957245588302612,2.5068676471710205,-0.046967945992946625,1.9725195169448853,-0.6454952955245972,-1.3154927492141724,-0.8262478113174438,0.7338176965713501,-0.8091784715652466,0.19192089140415192,0.16524852812290192,1.0382275581359863,-1.446131706237793,-0.22522102296352386,0.6403775215148926,1.8742599487304688,-0.2887967526912689,0.49475276470184326,-0.01055124681442976,0.15186260640621185,-0.08535302430391312,0.5016282200813293,0.273078978061676,-0.3679110109806061,-0.18688182532787323,-0.6496286988258362,0.05581873655319214,-1.4016218185424805,-0.5361588597297668,-1.4045685529708862,-2.0299007892608643,1.304233431816101,-0.44911056756973267,-0.8243134617805481,0.3831855058670044,-0.3697431981563568,0.4081324338912964,2.1501970291137695,1.9396787881851196,-1.6070983409881592,1.6551368236541748,0.43170231580734253,0.37460434436798096,-2.1277759075164795,-1.169490098953247,-0.568115234375,0.7236605286598206,1.3269374370574951,0.6138524413108826,-0.935000479221344,1.2478673458099365,-1.8380138874053955,0.23945100605487823,-0.5340043306350708,-0.6652286052703857,-0.19443240761756897,-1.1269001960754395,-0.6341954469680786,-0.5365433096885681,0.8502285480499268,-0.026922304183244705,-0.14422859251499176,1.5387762784957886,-1.276392936706543,-0.117751345038414,2.266649007797241,0.9148391485214233,-0.9646822214126587,-0.468534380197525,0.4061746895313263,-0.3373596668243408,-0.014418389648199081,0.08239565789699554,3.2013800144195557,1.2515076398849487,-0.8138436079025269,-0.6786795258522034,-1.6149601936340332,2.576577663421631,0.3968396484851837,1.0380609035491943,-0.23657318949699402,1.1870272159576416,-0.8924435973167419,0.12985992431640625,1.7733203172683716,-0.4756418466567993,-2.3112781047821045,0.3501054644584656,1.244712233543396,-0.29872769117355347,-0.6374825239181519,-1.1315279006958008,-0.36839428544044495,0.4449603855609894,-0.03575071692466736
mp-1181396,FeP3O11,2.2435,-1.2701979875564575,2.1214520931243896,1.408551812171936,-1.2717158794403076,0.4729171097278595,-3.210347890853882,-0.6440324187278748,-1.690974235534668,1.5592910051345825,0.9184249639511108,-1.155429482460022,-0.6097888946533203,0.6190836429595947,2.581448554992676,0.5846876502037048,1.02911376953125,0.07584308832883835,-0.14977121353149414,-0.004262940958142281,-1.6990381479263306,-2.403468608856201,-0.4165691137313843,0.5103702545166016,1.6643620729446411,-0.17772868275642395,1.4309253692626953,-1.0357218980789185,0.4078015089035034,0.365345299243927,-1.1641231775283813,-1.5600720643997192,1.4800666570663452,0.9054922461509705,-0.6875784397125244,0.8154063820838928,0.1805359274148941,0.14167644083499908,-0.7350448966026306,1.040145754814148,-3.0200629234313965,0.8569896221160889,-0.06019041687250137,-0.6252418756484985,-2.99637508392334,1.0901460647583008,-0.28957289457321167,0.8763120770454407,0.4497131407260895,-1.308059573173523,-2.717623233795166,-0.7254915237426758,0.2653607726097107,-0.9872452616691589,-0.08747130632400513,-0.029429910704493523,-2.0059897899627686,0.5217502117156982,-1.7447565793991089,-0.8074101209640503,-0.7646034955978394,0.11441973596811295,-0.20950856804847717,0.6645810604095459,-0.028808055445551872,-0.8539297580718994,0.12758716940879822,-0.9016904830932617,1.5777523517608643,-0.13601668179035187,0.939265787601471,0.6943036913871765,1.4013381004333496,1.616995096206665,0.546009361743927,1.6646004915237427,0.7626498341560364,0.030743811279535294,-1.2379398345947266,1.2522461414337158,-0.403476357460022,0.3496137261390686,-0.008148722350597382,1.3043919801712036,-1.3800058364868164,1.2342886924743652,-2.3400845527648926,-0.9182592630386353,-0.8146842122077942,-1.5651183128356934,0.17512072622776031,-0.34221506118774414,1.4283000230789185,-1.6523889303207397,2.0920116901397705,0.9047861099243164,-2.208491086959839,-0.26712456345558167,0.4684341251850128,-0.5738505125045776,-2.687082290649414,-1.0198421478271484,-0.5261898636817932,-0.01766599528491497,0.35632285475730896,0.2519642114639282,-0.025945737957954407,0.48952028155326843,-0.7233374118804932,-0.0448676198720932,-2.2509117126464844,0.7770923376083374,1.037261724472046,1.3399708271026611,-0.7673982977867126,-0.139685720205307,0.934568464756012,-0.9219769835472107,1.6613765954971313,0.9133318662643433,-1.0325818061828613,-0.030437394976615906,0.2615456283092499,3.147458076477051,1.2107783555984497,-0.9162379503250122,-2.258906602859497,3.5431621074676514,2.1019439697265625
mp-757781,LiSi2(BiO3)3,3.0624,-1.1124049425125122,1.4775123596191406,0.07510308176279068,1.1517078876495361,1.0469071865081787,-2.8760716915130615,-0.26459237933158875,-0.6796696186065674,-1.1168228387832642,0.8907492160797119,1.294039011001587,0.6836705207824707,0.12401305884122849,0.6904914379119873,3.306593894958496,4.955694198608398,-1.9618550539016724,1.8855234384536743,-0.28771665692329407,-0.03607978671789169,-0.961793065071106,-2.3700554370880127,-0.4839569330215454,-0.8902144432067871,4.0263800621032715,-0.002419736236333847,1.3045152425765991,-0.6637021899223328,-0.8053075075149536,-0.48995670676231384,-0.12406139075756073,-1.2105354070663452,-0.4258653521537781,0.7790193557739258,-1.328336477279663,4.079192161560059,2.3880679607391357,-2.8938028812408447,-1.3412398099899292,-0.7028845548629761,2.2160611152648926,-1.8039227724075317,0.5468143224716187,-1.5600786209106445,-0.9846121072769165,1.2147963047027588,0.3025344908237457,0.7479668259620667,-2.0926456451416016,-3.2193760871887207,-3.109762668609619,0.534045398235321,1.7033953666687012,0.5255805850028992,-0.16449284553527832,0.7781450152397156,-0.3719363808631897,-1.8430765867233276,0.38097232580184937,0.8649430871009827,-0.37689948081970215,-0.35674339532852173,0.8926171660423279,0.9713248014450073,-3.9445817470550537,2.376958131790161,2.7612202167510986,-3.3510382175445557,-2.126765727996826,2.0595576763153076,2.577484369277954,0.9832068085670471,2.2948362827301025,0.924791693687439,2.1726696491241455,0.3298977315425873,-0.1988263577222824,-1.2742332220077515,-0.003384506329894066,1.3966697454452515,0.2993793785572052,-0.48925966024398804,1.3105525970458984,0.029398372396826744,-0.12818534672260284,-1.3169422149658203,1.6366515159606934,0.9736754894256592,-2.1782946586608887,4.126910209655762,-1.571977972984314,-1.3773548603057861,-0.34213075041770935,-2.887712001800537,-0.16908206045627594,-1.1634411811828613,-1.135617733001709,2.7743990421295166,1.7692928314208984,-1.5153262615203857,1.1851037740707397,-0.03049502521753311,-1.180829405784607,-0.9212393760681152,-0.44336092472076416,1.2642314434051514,2.057644844055176,-0.40609803795814514,-1.5524652004241943,-0.47525036334991455,-0.41438546776771545,-0.3218482434749603,1.1583776473999023,3.0638701915740967,1.8660967350006104,-2.7044734954833984,-0.8530686497688293,0.3265296518802643,-1.7362767457962036,0.09598200768232346,-0.43403157591819763,2.5008459091186523,1.297476053237915,1.472456932067871,-2.437751054763794,-2.838040590286255,0.6975849270820618,-0.02843821793794632
mp-775178,LiFe2OF3,2.0694,1.05982506275177,-2.4921910762786865,-1.3497495651245117,0.8141680955886841,1.7115614414215088,2.112215757369995,-2.4172143936157227,0.07823178917169571,0.4222162365913391,-2.5499026775360107,-0.2552333176136017,-2.494089365005493,-1.5480477809906006,-0.7097256183624268,-0.8155038952827454,0.21206219494342804,-1.7037947177886963,1.6389788389205933,0.8098205327987671,-1.6616806983947754,0.009552721865475178,-2.6085827350616455,-1.8293445110321045,3.1774239540100098,0.16715958714485168,-1.6574493646621704,-1.356760025024414,0.170629620552063,-0.981671154499054,0.19771808385849,-0.07860513031482697,-0.6327189803123474,2.3528459072113037,2.3226003646850586,-0.1412738561630249,0.17950554192066193,-0.15312810242176056,-2.3897063732147217,-1.121556282043457,2.020082950592041,0.12948568165302277,0.16593466699123383,-1.3259931802749634,1.3070963621139526,-2.374009609222412,0.549515426158905,-0.7299424409866333,2.0342986583709717,-1.6533257961273193,0.24323399364948273,-1.1254980564117432,0.7884484529495239,1.1301982402801514,-0.12622100114822388,-0.05016624927520752,-2.418248414993286,1.2555736303329468,-0.3167092502117157,-0.238652303814888,-2.8088536262512207,1.216011881828308,0.6437943577766418,-2.225268602371216,1.1708711385726929,-0.6546496152877808,-0.16897092759609222,0.11223682016134262,-1.2319685220718384,1.01176118850708,3.260668992996216,2.5932934284210205,-2.977170705795288,1.651486873626709,-0.08191327750682831,2.698666572570801,-1.3726924657821655,-1.6471620798110962,-1.5101717710494995,0.5449801087379456,1.3960802555084229,1.9046335220336914,0.7552884221076965,2.2397255897521973,-1.648130178451538,0.5336446762084961,-0.560001790523529,-0.633945882320404,-1.1546657085418701,-2.7025203704833984,0.09591217339038849,0.292405366897583,1.5362404584884644,-0.48600271344184875,0.2902786135673523,-0.06262768059968948,-2.849748134613037,-1.1692262887954712,4.882104396820068,-0.7852023839950562,-0.796077311038971,0.38375309109687805,1.2059956789016724,-0.5211868286132812,-1.365368366241455,-0.6999067068099976,1.5761842727661133,-0.6883612871170044,-2.25862979888916,-1.094102382659912,-0.8038023114204407,1.817513346672058,0.8064853549003601,0.7695856690406799,-0.8405662178993225,2.2582523822784424,-2.117157220840454,-0.5546038746833801,1.3373020887374878,0.5380042791366577,-1.76072359085083,-0.6544747352600098,1.1817954778671265,-0.18514257669448853,2.084965944290161,0.22746790945529938,-1.006003737449646,0.9026837944984436,-1.29141104221344
